hit_key	source	ext_id	title	pub_year	journal	doi	decision	exclusion_reason_code	note	screen_source
MED:40841351	MED	40841351	Deep learning model for predicting extraprostatic extension of prostate cancer based on H&amp;E-stained biopsy digital images.	2025	Ann Med	10.1080/07853890.2025.2547094	Included		A deep-learning pathomic model predicted extraprostatic extension from prostate biopsy slides with a test AUC of 0.886, and the predicted probability correlated with biochemical recurrence.	batch-06
MED:40426115	MED	40426115	Deep learning network enhances imaging quality of low-b-value diffusion-weighted imaging and improves lesion detection in prostate cancer.	2025	BMC Cancer	10.1186/s12885-025-14354-y	Excluded	wrong outcome	The network reconstructs high-b-value diffusion images to improve lesion detection and does not derive a biomarker.	batch-06
MED:40098034	MED	40098034	Deep learning-based fully automated detection and segmentation of pelvic lymph nodes on diffusion-weighted images for prostate cancer: a multicenter study.	2025	Cancer Imaging	10.1186/s40644-025-00840-w	Excluded	wrong outcome	The 3D V-Net study is limited to detection and segmentation of pelvic lymph nodes and does not derive a biomarker.	batch-06
MED:40361501	MED	40361501	Detection of Local Prostate Cancer Recurrence from PET/CT Scans Using Deep Learning.	2025	Cancers (Basel)	10.3390/cancers17091575	Excluded	wrong outcome	Neural networks were trained only to detect local recurrence on PSMA PET/CT and do not derive a biomarker.	batch-06
MED:39792014	MED	39792014	Development and Validation of a Deep Learning Model Based on MRI and Clinical Characteristics to Predict Risk of Prostate Cancer Progression.	2025	Radiol Imaging Cancer	10.1148/rycan.240078	Included		A deep-learning MRI score predicted later progression to clinically significant prostate cancer, with an internal hazard ratio of 1.97, beyond standard clinical risk calculators.	batch-06
MED:41474500	MED	41474500	Development and validation of a deep learning-based model for predicting prostate cancer in patients with gray-zone PSA levels: a comparative study with clinician observations.	2025	World J Urol	10.1007/s00345-025-06174-3	Excluded	wrong outcome	The convolutional model detects prostate cancer on MRI in men with gray-zone PSA and does not derive a biomarker.	batch-06
MED:40381672	MED	40381672	Development and validation of a machine learning model based on complete blood counts to predict clinical outcomes in urothelial carcinoma patients.	2025	Clin Chim Acta	10.1016/j.cca.2025.120367	Excluded	wrong intervention	The prognostic model uses routine white-cell count and lymphocyte percentage rather than a newly discovered biomarker.	batch-06
PPR:PPR1131458	PPR	PPR1131458	Development and validation of a radiomics deep learning signature from MRI-guided transrectal ultrasound combined with ultrasound imaging parameters for prostate cancer prediction	2025		10.21203/rs.3.rs-7653994/v1	Included		An ultrasound radiomics deep-learning signature predicted prostate cancer, and the integrated model reached a validation AUC of 0.889.	batch-06
MED:39871101	MED	39871101	Development of a CT radiomics prognostic model for post renal tumor resection overall survival based on transformer enhanced K-means clustering.	2025	Med Phys	10.1002/mp.17639	Included		A CT radiomics model predicted 1-, 3-, and 5-year overall survival after kidney-tumor resection, with AUCs of 0.889, 0.841, and 0.926.	batch-06
MED:39930342	MED	39930342	Development of a deep learning system for predicting biochemical recurrence in prostate cancer.	2025	BMC Cancer	10.1186/s12885-025-13628-9	Included		A deep-learning pathomic system predicted biochemical recurrence from preoperative prostate biopsy images with a test AUC of 0.911.	batch-06
MED:40107091	MED	40107091	Development of an artificial intelligence-generated, explainable treatment recommendation system for urothelial carcinoma and renal cell carcinoma to support multidisciplinary cancer conferences.	2025	Eur J Cancer	10.1016/j.ejca.2025.115367	Excluded	wrong intervention	The model recommends treatments for urothelial and renal-cell carcinoma from clinical variables and does not discover a biomarker.	batch-06
MED:40058989	MED	40058989	Diagnostic Performance of Artificial Intelligence Based on Biparametric MRI for Clinically Significant Prostate Cancer: A Systematic Review and Meta-analysis.	2025	Acad Radiol	10.1016/j.acra.2025.02.044	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of artificial intelligence on biparametric MRI for clinically significant prostate cancer, kept for context.	batch-06
MED:40777161	MED	40777161	Diagnostic accuracy of MRI radiomics in predicting lymph node metastasis in prostate cancer: A systematic review.	2025	Eur J Radiol Open	10.1016/j.ejro.2025.100673	Excluded	wrong publication type	This is a topical systematic review of MRI radiomics for predicting pelvic lymph-node metastasis in prostate cancer, kept for context.	batch-06
MED:41436663	MED	41436663	Diagnostic performance of artificial intelligence in detecting bladder carcinoma.	2025	World J Urol	10.1007/s00345-025-06144-9	Excluded	wrong publication type	This is a topical systematic review and meta-analysis of artificial intelligence for detecting and staging bladder carcinoma, kept for context.	batch-06
MED:39926279	MED	39926279	Digital pathology and artificial intelligence in renal cell carcinoma focusing on feature extraction: a literature review.	2025	Front Oncol	10.3389/fonc.2025.1516264	Excluded	wrong publication type	This is a topical literature review of digital pathology and artificial intelligence in renal cell carcinoma, kept for context.	batch-06
MED:40450509	MED	40450509	Discriminating Clear Cell From Non-Clear Cell Renal Cell Carcinoma: A Machine Learning Approach Using Contrast-enhanced Ultrasound Radiomics.	2025	Ultrasound Med Biol	10.1016/j.ultrasmedbio.2025.05.006	Included		Contrast-enhanced ultrasound radiomics distinguished clear-cell from non-clear-cell renal cell carcinoma with a validation AUC of 0.927.	batch-06
MED:41013451	MED	41013451	Efficacy of PSMA PET/CT radiomics analysis for risk stratification in newly diagnosed prostate cancer: a multicenter study.	2025	BMC Med Imaging	10.1186/s12880-025-01914-8	Included		PSMA PET/CT radiomic features stratified Gleason grade group and PSA category in newly diagnosed prostate cancer across internal and external cohorts.	batch-06
MED:40651921	MED	40651921	Enhanced Detection of Prostate Cancer Lesions on Biparametric MRI Using Artificial Intelligence: A Multicenter, Fully-crossed, Multi-reader Multi-case Trial.	2025	Acad Radiol	10.1016/j.acra.2025.06.038	Excluded	wrong outcome	This multi-reader trial evaluates artificial intelligence for detecting prostate-cancer lesions on MRI and does not derive a biomarker.	batch-06
MED:40047870	MED	40047870	Enhanced ISUP grade prediction in prostate cancer using multi-center radiomics data.	2025	Abdom Radiol (NY)	10.1007/s00261-025-04858-3	Included		Radiomic features from prostate zonal anatomy predicted ISUP grade, and the combined model reached a test AUC of 0.928.	batch-06
MED:40613800	MED	40613800	Enhancing Prostate Cancer Classification: A Comprehensive Review of Multiparametric MRI and Deep Learning Integration.	2025	J Magn Reson Imaging	10.1002/jmri.70004	Excluded	wrong publication type	This is a topical review of deep learning with multiparametric MRI for prostate-cancer classification, kept for context.	batch-06
MED:41327160	MED	41327160	Enhancing prediction accuracy for muscle invasion in bladder cancer using a dual-energy CT-based interpretable model incorporating habitat radiomics and deep learning.	2025	BMC Cancer	10.1186/s12885-025-15107-7	Included		A dual-energy CT habitat radiomics and deep-learning signature predicted muscle invasion in bladder cancer with a test AUC of 0.874.	batch-06
MED:41079095	MED	41079095	Ensemble machine learning models for predicting bone metastasis in bladder cancer.	2025	Front Oncol	10.3389/fonc.2025.1653506	Excluded	wrong intervention	Bone-metastasis models use established stage, grade, and metastasis variables and do not discover a new biomarker.	batch-06
MED:39786674	MED	39786674	Evaluating the prognostic value of radiomics and clinical features in metastatic prostate cancer using [&lt;sup&gt;68&lt;/sup&gt;Ga]Ga-PSMA-11 PET/CT.	2025	Phys Eng Sci Med	10.1007/s13246-024-01516-8	Included		PSMA PET radiomic features were associated with overall survival in metastatic prostate cancer, with an optimism-corrected radiomics C-index of 0.681.	batch-06
MED:40989701	MED	40989701	Evaluation of a PSA and transrectal prostate ultrasound video-based machine learning model as a tool for prostate cancer diagnosis.	2025	Front Oncol	10.3389/fonc.2025.1590396	Included		Machine-learning models using features extracted from transrectal ultrasound video plus PSA diagnosed prostate cancer, with test AUCs up to 0.881.	batch-06
MED:41595937	MED	41595937	Explainable Computational Imaging for Precision Oncology: An Interpretable Deep Learning Framework for Bladder Cancer Histopathology Diagnosis.	2025	Bioengineering (Basel)	10.3390/bioengineering13010004	Excluded	wrong outcome	The YOLO model classifies bladder histopathology as carcinoma, inflammation, or invalid tissue and does not derive a biomarker.	batch-06
MED:41044205	MED	41044205	Exploiting deep transfer learning based precise classification and grading of renal cell carcinoma using histopathological images.	2025	Sci Rep	10.1038/s41598-025-17923-0	Excluded	wrong outcome	The transfer-learning network is built for histologic detection, classification, and grading of renal cell carcinoma and does not derive a separate biomarker.	batch-06
MED:40282346	MED	40282346	Failure to Suppress Progression in Clear Cell Renal Cell Carcinoma Associated with NCOA7 Low Expression Revealed Through Radiogenomic Analysis.	2025	Genes (Basel)	10.3390/genes16040386	Excluded	wrong intervention	NCOA7 expression was linked to semantic CT findings with conventional statistical tests, without an artificial-intelligence or radiomics machine-learning step.	batch-06
MED:41405787	MED	41405787	From Radiomics to Radiogenomics: Decoding Renal Cell Carcinoma Biology for Precision Medicine-a narrative review.	2025	Insights Imaging	10.1186/s13244-025-02164-6	Excluded	wrong publication type	This is a topical narrative review of radiomics and radiogenomics in renal cell carcinoma, kept for context.	batch-06
MED:39881216	MED	39881216	Fully automated segmentation and classification of renal tumors on CT scans via machine learning.	2025	BMC Cancer	10.1186/s12885-025-13582-6	Included		Radiomic features from automated CT segmentations classified renal-tumor subtypes, including benign-versus-malignant separation with accuracy of 0.85.	batch-06
MED:40781767	MED	40781767	Habitat-based radiomic model for predicting muscle invasion in bladder cancer: A multi-center study using enhanced-CT and machine learning.	2025	Med Phys	10.1002/mp.18021	Included		A habitat radiomics model predicted muscle-invasive bladder cancer with an external-test AUC of 0.825.	batch-06
MED:41412890	MED	41412890	Harnessing Artificial Intelligence for Risk Stratification and Outcome Prediction in Urologic Cancers: A Systematic Review.	2025	Eur Urol Focus	10.1016/j.euf.2025.12.007	Excluded	wrong publication type	This is a topical systematic review of digital-pathology artificial-intelligence biomarkers in urologic cancers, kept for context.	batch-06
MED:39643184	MED	39643184	Harnessing machine learning and multi-omics to explore tumor evolutionary characteristics and the role of AMOTL1 in prostate cancer.	2025	Int J Biol Macromol	10.1016/j.ijbiomac.2024.138402	Included		A machine-learning multi-omic score prognosticated prostate cancer better than clinical predictors and identified patients more likely to benefit from immunotherapy or targeted therapy.	batch-06
MED:40282537	MED	40282537	Identification of Molecular Subtypes of Clear-Cell Renal Cell Carcinoma in Patient-Derived Xenografts Using Multi-Omics.	2025	Cancers (Basel)	10.3390/cancers17081361	Excluded	wrong population	The study compares molecular subtypes in patient-derived xenografts and does not discover a biomarker in a human cohort.	batch-06
